Id, MessageCount, DurationInMillisId, MessageCount, DurationInMillis
03f0dcfc-a882-4e4f-88cb-6d6b482b19b6, 10000000, 148795,
03f0dcfc-a882-4e4f-88cb-6d6b482b19b6, 10000000, 106366
